date/time,kwh,,
 10/22  20:00:00,200.2457447,,
 10/22  21:00:00,176.3331032,,
 10/22  22:00:00,124.0031309,,
 10/22  23:00:00,154.2391512,,
 10/22  24:00:00,132.0677248,,
 10/23  01:00:00,124.5395479,,
 10/23  02:00:00,123.342097,,
 10/23  03:00:00,122.5263298,,
 10/23  04:00:00,129.347023,,
 10/23  05:00:00,127.7184073,,
 10/23  06:00:00,171.944939,,
 10/23  07:00:00,175.9433574,,
 10/23  08:00:00,249.5782215,,
 10/23  09:00:00,278.4248368,,
 10/23  10:00:00,274.2352346,,
 10/23  11:00:00,293.567541,,
 10/23  12:00:00,283.7543654,,
 10/23  13:00:00,283.6308194,,
 10/23  14:00:00,278.9528348,,
 10/23  15:00:00,273.0856737,,
 10/23  16:00:00,270.8057981,,
 10/23  17:00:00,267.8186457,,
 10/23  18:00:00,275.2499616,,
 10/23  19:00:00,263.7417032,,
 10/23  20:00:00,238.8693432,,
 10/23  21:00:00,172.5844814,,
 10/23  22:00:00,123.0295171,,
 10/23  23:00:00,153.7385644,,
 10/23  24:00:00,130.0816064,,
 10/24  01:00:00,119.2540014,,
 10/24  02:00:00,117.4810098,,
 10/24  03:00:00,115.9694393,,
 10/24  04:00:00,137.9716057,,
 10/24  05:00:00,135.9847679,,
 10/24  06:00:00,180.6151573,,
 10/24  07:00:00,176.658922,,
 10/24  08:00:00,242.5082145,,
 10/24  09:00:00,273.3285263,,
 10/24  10:00:00,270.724259,,
 10/24  11:00:00,295.3605232,,
 10/24  12:00:00,286.6917701,,
 10/24  13:00:00,286.4849079,,
 10/24  14:00:00,277.6199054,,
 10/24  15:00:00,271.4988268,,
 10/24  16:00:00,271.0647484,,
 10/24  17:00:00,269.1040878,,
 10/24  18:00:00,276.5263064,,
 10/24  19:00:00,257.6464132,,
 10/24  20:00:00,234.7269788,,
 10/24  21:00:00,168.4591185,,
 10/24  22:00:00,123.9667853,,
 10/24  23:00:00,154.5651061,,
 10/24  24:00:00,130.4682593,,
 10/25  01:00:00,120.0173049,,
 10/25  02:00:00,118.9152617,,
 10/25  03:00:00,118.0134513,,
 10/25  04:00:00,124.1365108,,
 10/25  05:00:00,121.6955696,,
 10/25  06:00:00,163.8571675,,
 10/25  07:00:00,164.2845297,,
 10/25  08:00:00,236.2158495,,
 10/25  09:00:00,263.6175213,,
 10/25  10:00:00,254.3806375,,
 10/25  11:00:00,280.3857865,,
 10/25  12:00:00,266.9290469,,
 10/25  13:00:00,266.6758458,,
 10/25  14:00:00,261.2987699,,
 10/25  15:00:00,257.2185787,,
 10/25  16:00:00,256.4562879,,
 10/25  17:00:00,257.0371629,,
 10/25  18:00:00,266.7214864,,
 10/25  19:00:00,254.4400413,,
 10/25  20:00:00,220.2216036,,
 10/25  21:00:00,152.2651337,,
 10/25  22:00:00,100.0046546,,
 10/25  23:00:00,131.6390629,,
 10/25  24:00:00,103.6456779,,
 10/26  01:00:00,94.32044012,,
 10/26  02:00:00,93.02939378,,
 10/26  03:00:00,91.64365313,,
 10/26  04:00:00,97.38708361,,
 10/26  05:00:00,95.49183807,,
 10/26  06:00:00,139.3079421,,
 10/26  07:00:00,138.3363254,,
 10/26  08:00:00,217.7460404,,
 10/26  09:00:00,248.8623674,,
 10/26  10:00:00,239.936875,,
 10/26  11:00:00,272.4367611,,
 10/26  12:00:00,259.0286914,,
 10/26  13:00:00,259.6434506,,
 10/26  14:00:00,255.441206,,
 10/26  15:00:00,251.9920189,,
 10/26  16:00:00,251.4763346,,
 10/26  17:00:00,249.0617423,,
 10/26  18:00:00,259.7048838,,
 10/26  19:00:00,249.3358444,,
 10/26  20:00:00,223.7773917,,
 10/26  21:00:00,160.0921199,,
 10/26  22:00:00,105.5762651,,
 10/26  23:00:00,135.5502102,,
 10/26  24:00:00,107.9148561,,
 10/27  01:00:00,99.48604488,,
 10/27  02:00:00,98.48413778,,
 10/27  03:00:00,97.25802919,,
 10/27  04:00:00,119.0837756,,
 10/27  05:00:00,118.4250843,,
 10/27  06:00:00,160.6097139,,
 10/27  07:00:00,150.9855656,,
 10/27  08:00:00,218.8717182,,
 10/27  09:00:00,250.1013515,,
 10/27  10:00:00,244.4612721,,
 10/27  11:00:00,276.2592142,,
 10/27  12:00:00,267.4214724,,
 10/27  13:00:00,268.0734073,,
 10/27  14:00:00,264.8731891,,
 10/27  15:00:00,260.2213506,,
 10/27  16:00:00,257.3298646,,
 10/27  17:00:00,254.4758741,,
 10/27  18:00:00,263.4957276,,
 10/27  19:00:00,245.5391575,,
 10/27  20:00:00,221.8318697,,
 10/27  21:00:00,159.3834099,,
 10/27  22:00:00,114.8531161,,
 10/27  23:00:00,146.0087284,,
 10/27  24:00:00,119.8531046,,
 10/28  01:00:00,106.4332035,,
 10/28  02:00:00,104.0701482,,
 10/28  03:00:00,102.4696062,,
 10/28  04:00:00,107.3882263,,
 10/28  05:00:00,104.921168,,
 10/28  06:00:00,134.4162201,,
 10/28  07:00:00,132.7729869,,
 10/28  08:00:00,195.3896845,,
 10/28  09:00:00,220.3777875,,
 10/28  10:00:00,246.4217782,,
 10/28  11:00:00,277.4284539,,
 10/28  12:00:00,264.3229773,,
 10/28  13:00:00,262.4052983,,
 10/28  14:00:00,257.6387177,,
 10/28  15:00:00,258.3115296,,
 10/28  16:00:00,259.5747765,,
 10/28  17:00:00,256.3864384,,
 10/28  18:00:00,251.1173167,,
 10/28  19:00:00,212.2820973,,
 10/28  20:00:00,197.1081746,,
 10/28  21:00:00,148.3661466,,
 10/28  22:00:00,111.8563862,,
 10/28  23:00:00,142.8466989,,
 10/28  24:00:00,117.1627807,,
 10/29  01:00:00,106.2034967,,
 10/29  02:00:00,104.129664,,
 10/29  03:00:00,102.200476,,
 10/29  04:00:00,107.5237602,,
 10/29  05:00:00,104.298056,,
 10/29  06:00:00,133.1189296,,
 10/29  07:00:00,132.0677229,,
 10/29  08:00:00,169.9031323,,
 10/29  09:00:00,146.7475918,,
 10/29  10:00:00,177.879467,,
 10/29  11:00:00,207.3362617,,
 10/29  12:00:00,221.5331785,,
 10/29  13:00:00,221.5271904,,
 10/29  14:00:00,218.5686285,,
 10/29  15:00:00,215.672484,,
 10/29  16:00:00,212.8154151,,
 10/29  17:00:00,177.6540073,,
 10/29  18:00:00,193.6406217,,
 10/29  19:00:00,174.394741,,
 10/29  20:00:00,161.5492533,,
 10/29  21:00:00,142.5988734,,
 10/29  22:00:00,88.32749745,,
 10/29  23:00:00,123.1996786,,
 10/29  24:00:00,94.14011825,,
 10/30  01:00:00,87.80214999,,
 10/30  02:00:00,87.52071846,,
 10/30  03:00:00,86.4856452,,
 10/30  04:00:00,93.08920098,,
 10/30  05:00:00,91.36770977,,
 10/30  06:00:00,134.8420784,,
 10/30  07:00:00,131.656836,,
 10/30  08:00:00,213.0559336,,
 10/30  09:00:00,244.4442166,,
 10/30  10:00:00,238.3976219,,
 10/30  11:00:00,273.2964431,,
 10/30  12:00:00,261.7320632,,
 10/30  13:00:00,263.6682777,,
 10/30  14:00:00,257.4410413,,
 10/30  15:00:00,247.256572,,
 10/30  16:00:00,246.1331371,,
 10/30  17:00:00,245.3776442,,
 10/30  18:00:00,255.1434377,,
 10/30  19:00:00,242.7545549,,
 10/30  20:00:00,215.0035266,,
 10/30  21:00:00,154.0600948,,
 10/30  22:00:00,106.0024547,,
 10/30  23:00:00,138.1201906,,
 10/30  24:00:00,109.8512674,,
 10/31  01:00:00,97.92277733,,
 10/31  02:00:00,96.1293838,,
 10/31  03:00:00,94.42000182,,
 10/31  04:00:00,116.4509414,,
 10/31  05:00:00,114.1170498,,
 10/31  06:00:00,155.6168054,,
 10/31  07:00:00,146.1239874,,
 10/31  08:00:00,213.8751222,,
 10/31  09:00:00,245.8569123,,
 10/31  10:00:00,241.7912894,,
 10/31  11:00:00,273.0462268,,
 10/31  12:00:00,258.0452004,,
 10/31  13:00:00,257.1380134,,
 10/31  14:00:00,253.7581023,,
 10/31  15:00:00,249.441661,,
 10/31  16:00:00,248.5935209,,
 10/31  17:00:00,247.2408242,,
 10/31  18:00:00,252.9444287,,
 10/31  19:00:00,238.1927458,,
 10/31  20:00:00,214.9529339,,
 10/31  21:00:00,155.208131,,
 10/31  22:00:00,112.0826116,,
 10/31  23:00:00,144.1741904,,
 10/31  24:00:00,119.8057357,,
 11/01  01:00:00,110.8776559,,
 11/01  02:00:00,112.7963768,,
 11/01  03:00:00,114.4067423,,
 11/01  04:00:00,123.0337081,,
 11/01  05:00:00,123.7568395,,
 11/01  06:00:00,169.7249817,,
 11/01  07:00:00,178.9245991,,
 11/01  08:00:00,249.4071868,,
 11/01  09:00:00,278.3170024,,
 11/01  10:00:00,273.522416,,
 11/01  11:00:00,292.0079925,,
 11/01  12:00:00,281.0549412,,
 11/01  13:00:00,282.738047,,
 11/01  14:00:00,276.0210303,,
 11/01  15:00:00,273.8643822,,
 11/01  16:00:00,272.9285151,,
 11/01  17:00:00,274.4061885,,
 11/01  18:00:00,279.0815561,,
 11/01  19:00:00,268.3277407,,
 11/01  20:00:00,243.7029908,,
 11/01  21:00:00,174.299595,,
 11/01  22:00:00,123.6382054,,
 11/01  23:00:00,153.9148076,,
 11/01  24:00:00,130.8902858,,
 11/02  01:00:00,120.8918782,,
 11/02  02:00:00,119.2568959,,
 11/02  03:00:00,117.8826143,,
 11/02  04:00:00,124.2221528,,
 11/02  05:00:00,122.4631547,,
 11/02  06:00:00,165.7918054,,
 11/02  07:00:00,172.164317,,
 11/02  08:00:00,242.7968875,,
 11/02  09:00:00,271.0623154,,
 11/02  10:00:00,264.2537507,,
 11/02  11:00:00,288.2654314,,
 11/02  12:00:00,273.5984703,,
 11/02  13:00:00,270.6285114,,
 11/02  14:00:00,264.3783853,,
 11/02  15:00:00,258.6310409,,
 11/02  16:00:00,257.4166193,,
 11/02  17:00:00,259.9159663,,
 11/02  18:00:00,264.6907643,,
 11/02  19:00:00,253.1437939,,
 11/02  20:00:00,225.6429738,,
 11/02  21:00:00,163.2823126,,
 11/02  22:00:00,113.0941617,,
 11/02  23:00:00,144.8179216,,
 11/02  24:00:00,118.8209479,,
 11/03  01:00:00,108.7234285,,
 11/03  02:00:00,106.4864051,,
 11/03  03:00:00,104.3104375,,
 11/03  04:00:00,127.6970523,,
 11/03  05:00:00,126.4111086,,
 11/03  06:00:00,169.9222033,,
 11/03  07:00:00,166.9332471,,
 11/03  08:00:00,230.6726391,,
 11/03  09:00:00,261.7223186,,
 11/03  10:00:00,255.1362989,,
 11/03  11:00:00,282.1527775,,
 11/03  12:00:00,265.6819629,,
 11/03  13:00:00,265.2011756,,
 11/03  14:00:00,261.8399502,,
 11/03  15:00:00,258.3016543,,
 11/03  16:00:00,259.5970417,,
 11/03  17:00:00,261.6621565,,
 11/03  18:00:00,266.7598211,,
 11/03  19:00:00,247.5959117,,
 11/03  20:00:00,222.0050116,,
 11/03  21:00:00,159.661493,,
 11/03  22:00:00,116.8977122,,
 11/03  23:00:00,148.6342417,,
 11/03  24:00:00,123.7631916,,
 11/04  01:00:00,111.59303,,
 11/04  02:00:00,110.1163286,,
 11/04  03:00:00,108.9984705,,
 11/04  04:00:00,115.304358,,
 11/04  05:00:00,114.072125,,
 11/04  06:00:00,146.8879172,,
 11/04  07:00:00,154.5869771,,
 11/04  08:00:00,213.1133999,,
 11/04  09:00:00,236.9511018,,
 11/04  10:00:00,261.2836066,,
 11/04  11:00:00,288.3052856,,
 11/04  12:00:00,275.8430828,,
 11/04  13:00:00,274.7406741,,
 11/04  14:00:00,268.5204755,,
 11/04  15:00:00,264.7475194,,
 11/04  16:00:00,264.3522226,,
 11/04  17:00:00,266.7409195,,
 11/04  18:00:00,258.7772579,,
 11/04  19:00:00,219.1974192,,
 11/04  20:00:00,203.407959,,
 11/04  21:00:00,152.5292711,,
 11/04  22:00:00,114.3809818,,
 11/04  23:00:00,145.1668658,,
 11/04  24:00:00,119.0052848,,
 11/05  01:00:00,108.7698674,,
 11/05  02:00:00,106.9179501,,
 11/05  03:00:00,105.1142975,,
 11/05  04:00:00,111.3098528,,
 11/05  05:00:00,110.2503616,,
 11/05  06:00:00,143.4402662,,
 11/05  07:00:00,151.4073822,,
 11/05  08:00:00,180.4722256,,
 11/05  09:00:00,156.8067892,,
 11/05  10:00:00,189.0199488,,
 11/05  11:00:00,217.2449691,,
 11/05  12:00:00,231.9915351,,
 11/05  13:00:00,232.9157839,,
 11/05  14:00:00,224.041884,,
 11/05  15:00:00,220.8508378,,
 11/05  16:00:00,222.9102251,,
 11/05  17:00:00,196.0711099,,
 11/05  18:00:00,208.2886979,,
 11/05  19:00:00,192.0632683,,
 11/05  20:00:00,179.7435188,,
 11/05  21:00:00,160.4839532,,
 11/05  22:00:00,109.9324682,,
 11/05  23:00:00,141.7952481,,
 11/05  24:00:00,114.6814014,,
 11/06  01:00:00,107.4167509,,
 11/06  02:00:00,105.5454268,,
 11/06  03:00:00,103.9489335,,
 11/06  04:00:00,103.0297576,,
 11/06  05:00:00,109.381181,,
 11/06  06:00:00,108.4766437,,
 11/06  07:00:00,142.3483287,,
 11/06  08:00:00,157.0745086,,
 11/06  09:00:00,235.3744167,,
 11/06  10:00:00,266.6941339,,
 11/06  11:00:00,260.6712747,,
 11/06  12:00:00,286.4200041,,
 11/06  13:00:00,272.7870484,,
 11/06  14:00:00,270.9048154,,
 11/06  15:00:00,264.2286964,,
 11/06  16:00:00,259.7494576,,
 11/06  17:00:00,261.8692677,,
 11/06  18:00:00,271.9891416,,
 11/06  19:00:00,271.0117741,,
 11/06  20:00:00,258.2166425,,
 11/06  21:00:00,230.8613342,,
 11/06  22:00:00,165.3883296,,
 11/06  23:00:00,116.7609672,,
 11/06  24:00:00,146.9386042,,
 11/07  01:00:00,120.0288021,,
 11/07  02:00:00,110.0402379,,
 11/07  03:00:00,108.0563872,,
 11/07  04:00:00,106.5777018,,
 11/07  05:00:00,128.3527141,,
 11/07  06:00:00,126.8410429,,
 11/07  07:00:00,160.3727887,,
 11/07  08:00:00,167.1790209,,
 11/07  09:00:00,236.3327225,,
 11/07  10:00:00,267.9148599,,
 11/07  11:00:00,263.8694453,,
 11/07  12:00:00,288.6844568,,
 11/07  13:00:00,276.4643893,,
 11/07  14:00:00,274.6636887,,
 11/07  15:00:00,268.8739542,,
 11/07  16:00:00,265.0172438,,
 11/07  17:00:00,266.976677,,
 11/07  18:00:00,275.9909313,,
 11/07  19:00:00,271.7747727,,
 11/07  20:00:00,253.5300046,,
 11/07  21:00:00,229.7337257,,
 11/07  22:00:00,165.2097652,,
 11/07  23:00:00,120.1749737,,
 11/07  24:00:00,150.6571895,,
 11/08  01:00:00,124.9439861,,
 11/08  02:00:00,114.4992375,,
 11/08  03:00:00,112.6504173,,
 11/08  04:00:00,110.7441806,,
 11/08  05:00:00,116.0324787,,
 11/08  06:00:00,113.8391287,,
 11/08  07:00:00,145.7130989,,
 11/08  08:00:00,158.6749925,,
 11/08  09:00:00,239.0337795,,
 11/08  10:00:00,272.5246356,,
 11/08  11:00:00,270.1690632,,
 11/08  12:00:00,293.8709675,,
 11/08  13:00:00,281.1182227,,
 11/08  14:00:00,279.8096834,,
 11/08  15:00:00,273.7620488,,
 11/08  16:00:00,268.7548596,,
 11/08  17:00:00,271.1279469,,
 11/08  18:00:00,280.0097546,,
 11/08  19:00:00,275.0656526,,
 11/08  20:00:00,264.7839445,,
 11/08  21:00:00,240.2576959,,
 11/08  22:00:00,172.362951,,
 11/08  23:00:00,121.7419328,,
 11/08  24:00:00,151.8245702,,
 11/09  01:00:00,126.4553722,,
 11/09  02:00:00,115.6651058,,
 11/09  03:00:00,114.0917325,,
 11/09  04:00:00,112.3430981,,
 11/09  05:00:00,117.1865093,,
 11/09  06:00:00,115.1560546,,
 11/09  07:00:00,148.280268,,
 11/09  08:00:00,161.4913713,,
 11/09  09:00:00,240.3155146,,
 11/09  10:00:00,273.7928386,,
 11/09  11:00:00,269.59824,,
 11/09  12:00:00,289.999814,,
 11/09  13:00:00,279.6518713,,
 11/09  14:00:00,281.1591888,,
 11/09  15:00:00,276.1746955,,
 11/09  16:00:00,269.559391,,
 11/09  17:00:00,272.1542752,,
 11/09  18:00:00,280.156214,,
 11/09  19:00:00,276.0044407,,
 11/09  20:00:00,266.4404893,,
 11/09  21:00:00,242.3039385,,
 11/09  22:00:00,173.1317524,,
 11/09  23:00:00,122.6065287,,
 11/09  24:00:00,153.4175662,,
 11/10  01:00:00,127.8999497,,
 11/10  02:00:00,115.2458924,,
 11/10  03:00:00,111.5958955,,
 11/10  04:00:00,107.8077157,,
 11/10  05:00:00,129.8565374,,
 11/10  06:00:00,130.501222,,
 11/10  07:00:00,163.2012865,,
 11/10  08:00:00,167.2123624,,
 11/10  09:00:00,238.30951,,
 11/10  10:00:00,273.9835185,,
 11/10  11:00:00,266.1349419,,
 11/10  12:00:00,295.3526297,,
 11/10  13:00:00,284.809152,,
 11/10  14:00:00,281.0953203,,
 11/10  15:00:00,276.1243752,,
 11/10  16:00:00,268.5912628,,
 11/10  17:00:00,265.4483416,,
 11/10  18:00:00,276.0398454,,
 11/10  19:00:00,276.0361178,,
 11/10  20:00:00,260.7231728,,
 11/10  21:00:00,233.6528697,,
 11/10  22:00:00,162.2608743,,
 11/10  23:00:00,116.190729,,
 11/10  24:00:00,146.1871557,,
 11/11  01:00:00,117.9247516,,
 11/11  02:00:00,106.3667107,,
 11/11  03:00:00,103.4584678,,
 11/11  04:00:00,100.8197328,,
 11/11  05:00:00,106.6341329,,
 11/11  06:00:00,104.8695399,,
 11/11  07:00:00,125.8884038,,
 11/11  08:00:00,138.3682501,,
 11/11  09:00:00,178.1505181,,
 11/11  10:00:00,159.5629127,,
 11/11  11:00:00,196.7055377,,
 11/11  12:00:00,227.5008261,,
 11/11  13:00:00,249.1097969,,
 11/11  14:00:00,245.1995548,,
 11/11  15:00:00,237.5120609,,
 11/11  16:00:00,231.4313582,,
 11/11  17:00:00,233.9962096,,
 11/11  18:00:00,214.6508922,,
 11/11  19:00:00,217.261323,,
 11/11  20:00:00,203.1745433,,
 11/11  21:00:00,192.8376193,,
 11/11  22:00:00,172.0740284,,
 11/11  23:00:00,118.2355786,,
 11/11  24:00:00,147.6679399,,
 11/12  01:00:00,121.626822,,
 11/12  02:00:00,109.9487024,,
 11/12  03:00:00,105.7937912,,
 11/12  04:00:00,103.2709041,,
 11/12  05:00:00,108.5543702,,
 11/12  06:00:00,106.4025429,,
 11/12  07:00:00,126.3718718,,
 11/12  08:00:00,138.8820927,,
 11/12  09:00:00,178.3269501,,
 11/12  10:00:00,156.5092949,,
 11/12  11:00:00,193.3687945,,
 11/12  12:00:00,223.178944,,
 11/12  13:00:00,244.1385537,,
 11/12  14:00:00,245.0902471,,
 11/12  15:00:00,239.1665309,,
 11/12  16:00:00,235.4591745,,
 11/12  17:00:00,235.4707227,,
 11/12  18:00:00,216.7119362,,
 11/12  19:00:00,220.3193424,,
 11/12  20:00:00,208.2621071,,
 11/12  21:00:00,195.9678731,,
 11/12  22:00:00,172.7015762,,
 11/12  23:00:00,120.360702,,
 11/12  24:00:00,151.0772629,,
 11/13  01:00:00,130.2764429,,
 11/13  02:00:00,120.3004798,,
 11/13  03:00:00,118.376755,,
 11/13  04:00:00,117.4043027,,
 11/13  05:00:00,123.9267781,,
 11/13  06:00:00,122.4592364,,
 11/13  07:00:00,155.4305566,,
 11/13  08:00:00,169.5852266,,
 11/13  09:00:00,243.9617093,,
 11/13  10:00:00,271.3124563,,
 11/13  11:00:00,264.4829477,,
 11/13  12:00:00,288.7803422,,
 11/13  13:00:00,275.3587848,,
 11/13  14:00:00,273.7730491,,
 11/13  15:00:00,268.048033,,
 11/13  16:00:00,263.4623613,,
 11/13  17:00:00,267.1251966,,
 11/13  18:00:00,277.228582,,
 11/13  19:00:00,273.0644026,,
 11/13  20:00:00,263.1246282,,
 11/13  21:00:00,239.3452586,,
 11/13  22:00:00,172.9239936,,
 11/13  23:00:00,123.0391364,,
 11/13  24:00:00,153.3826619,,
 11/14  01:00:00,129.7615788,,
 11/14  02:00:00,119.0528092,,
 11/14  03:00:00,117.295095,,
 11/14  04:00:00,115.3014083,,
 11/14  05:00:00,138.2708768,,
 11/14  06:00:00,134.3058813,,
 11/14  07:00:00,162.1354621,,
 11/14  08:00:00,160.9179793,,
 11/14  09:00:00,226.3568982,,
 11/14  10:00:00,256.3799407,,
 11/14  11:00:00,246.5756206,,
 11/14  12:00:00,273.2262367,,
 11/14  13:00:00,260.6684046,,
 11/14  14:00:00,262.7050907,,
 11/14  15:00:00,259.8396081,,
 11/14  16:00:00,256.1928479,,
 11/14  17:00:00,261.3645664,,
 11/14  18:00:00,270.5233629,,
 11/14  19:00:00,257.288955,,
 11/14  20:00:00,232.2437598,,
 11/14  21:00:00,202.8803955,,
 11/14  22:00:00,140.4785207,,
 11/14  23:00:00,95.07763579,,
 11/14  24:00:00,129.134265,,
 11/15  01:00:00,98.87164281,,
 11/15  02:00:00,90.06982962,,
 11/15  03:00:00,89.39883023,,
 11/15  04:00:00,89.71905261,,
 11/15  05:00:00,96.95804547,,
 11/15  06:00:00,95.31146654,,
 11/15  07:00:00,129.7308412,,
 11/15  08:00:00,141.1376571,,
 11/15  09:00:00,221.9726017,,
 11/15  10:00:00,251.8677922,,
 11/15  11:00:00,240.3701795,,
 11/15  12:00:00,271.7591084,,
 11/15  13:00:00,258.5355721,,
 11/15  14:00:00,256.7764102,,
 11/15  15:00:00,250.7449787,,
 11/15  16:00:00,244.7131829,,
 11/15  17:00:00,247.0419721,,
 11/15  18:00:00,259.9259413,,
 11/15  19:00:00,261.4493122,,
 11/15  20:00:00,251.7683617,,
 11/15  21:00:00,221.5823839,,
 11/15  22:00:00,155.5923195,,
 11/15  23:00:00,105.785461,,
 11/15  24:00:00,137.7845801,,
 11/16  01:00:00,108.908037,,
 11/16  02:00:00,97.50637652,,
 11/16  03:00:00,94.41988017,,
 11/16  04:00:00,92.89457411,,
 11/16  05:00:00,98.29225268,,
 11/16  06:00:00,96.4473506,,
 11/16  07:00:00,133.9029515,,
 11/16  08:00:00,139.7802467,,
 11/16  09:00:00,217.5349169,,
 11/16  10:00:00,248.6521401,,
 11/16  11:00:00,243.2627893,,
 11/16  12:00:00,276.587836,,
 11/16  13:00:00,260.391807,,
 11/16  14:00:00,261.0422984,,
 11/16  15:00:00,261.2400185,,
 11/16  16:00:00,257.6802392,,
 11/16  17:00:00,259.7181342,,
 11/16  18:00:00,269.0427713,,
 11/16  19:00:00,265.4906072,,
 11/16  20:00:00,255.6428031,,
 11/16  21:00:00,230.3251639,,
 11/16  22:00:00,166.131305,,
 11/16  23:00:00,116.3362937,,
 11/16  24:00:00,146.3151982,,
 11/17  01:00:00,120.3350054,,
 11/17  02:00:00,110.6865933,,
 11/17  03:00:00,108.9817301,,
 11/17  04:00:00,107.3052227,,
 11/17  05:00:00,129.4270668,,
 11/17  06:00:00,128.2393129,,
 11/17  07:00:00,164.7493635,,
 11/17  08:00:00,166.4182607,,
 11/17  09:00:00,232.1275446,,
 11/17  10:00:00,260.6557562,,
 11/17  11:00:00,254.1941892,,
 11/17  12:00:00,279.5768911,,
 11/17  13:00:00,264.0017843,,
 11/17  14:00:00,263.3599815,,
 11/17  15:00:00,256.338105,,
 11/17  16:00:00,249.9771026,,
 11/17  17:00:00,251.1478531,,
 11/17  18:00:00,258.1948847,,
 11/17  19:00:00,256.1606429,,
 11/17  20:00:00,238.3705699,,
 11/17  21:00:00,212.1055926,,
 11/17  22:00:00,153.3201052,,
 11/17  23:00:00,110.7285226,,
 11/17  24:00:00,141.7842213,,
 11/18  01:00:00,112.7474785,,
 11/18  02:00:00,103.8302385,,
 11/18  03:00:00,102.2287921,,
 11/18  04:00:00,100.7259074,,
 11/18  05:00:00,107.2164917,,
 11/18  06:00:00,106.3974464,,
 11/18  07:00:00,131.2149124,,
 11/18  08:00:00,141.3506813,,
 11/18  09:00:00,207.9392889,,
 11/18  10:00:00,234.9240665,,
 11/18  11:00:00,260.579385,,
 11/18  12:00:00,289.1590506,,
 11/18  13:00:00,276.8787425,,
 11/18  14:00:00,273.014648,,
 11/18  15:00:00,267.2665927,,
 11/18  16:00:00,258.5645748,,
 11/18  17:00:00,262.129185,,
 11/18  18:00:00,268.0931489,,
 11/18  19:00:00,252.422449,,
 11/18  20:00:00,215.2078123,,
 11/18  21:00:00,202.3171106,,
 11/18  22:00:00,148.8379228,,
 11/18  23:00:00,108.9225235,,
 11/18  24:00:00,139.3673985,,
 11/19  01:00:00,110.8911711,,
 11/19  02:00:00,98.19516119,,
 11/19  03:00:00,95.85681347,,
 11/19  04:00:00,93.32752594,,
 11/19  05:00:00,98.52189937,,
 11/19  06:00:00,97.06498696,,
 11/19  07:00:00,122.9182985,,
 11/19  08:00:00,129.7913508,,
 11/19  09:00:00,168.1383881,,
 11/19  10:00:00,142.9615265,,
 11/19  11:00:00,180.4475267,,
 11/19  12:00:00,213.8130315,,
 11/19  13:00:00,230.7437207,,
 11/19  14:00:00,231.117788,,
 11/19  15:00:00,224.4695026,,
 11/19  16:00:00,219.5559026,,
 11/19  17:00:00,225.8799858,,
 11/19  18:00:00,197.9056196,,
 11/19  19:00:00,200.6161096,,
